Identifier,RIBO_GLY_1,RNA_GLY_1
NC_002516.2:3889139-3889744:-,176,149
NC_002516.2:3889925-3890650:-,653,286
NC_002516.2:3890775-3892055:-,18,4
NC_002516.2:3892121-3893008:-,28,5
NC_002516.2:3893432-3893998:-,133,25
NC_002516.2:3894099-3895193:-,91,32
NC_002516.2:3895324-3897357:+,268,76
NC_002516.2:3897391-3898191:+,34,38
NC_002516.2:3898278-3899504:+,39,11
NC_002516.2:3899501-3899938:+,8,6
NC_002516.2:3900233-3902659:+,19,5
NC_002516.2:3902663-3905962:+,55,25
NC_002516.2:3906055-3907089:+,26,8
NC_002516.2:3907268-3907852:+,5,10
NC_002516.2:3907849-3908415:+,4,8
NC_002516.2:3908412-3910736:+,18,15
NC_002516.2:3910739-3911773:+,5,4
NC_002516.2:3911773-3912417:+,4,6
NC_002516.2:3912410-3913132:+,8,9
NC_002516.2:3913129-3913767:+,25,15
NC_002516.2:3913876-3914055:+,68,19
NC_002516.2:3914117-3915337:-,3,2
NC_002516.2:3915807-3916763:-,15,4
NC_002516.2:3916778-3917212:-,8,0
NC_002516.2:3917209-3918228:-,8,10
NC_002516.2:3918251-3918469:-,2,2
NC_002516.2:3918471-3918788:-,4,0
NC_002516.2:3919774-3921258:-,6,3
NC_002516.2:3921270-3922073:-,5,2
NC_002516.2:3922084-3923766:-,3,4
NC_002516.2:3923759-3924556:-,4,2
NC_002516.2:3924543-3925376:-,6,1
NC_002516.2:3925369-3926238:-,10,0
NC_002516.2:3926247-3926777:-,16,0
NC_002516.2:3926791-3927552:-,3,3
NC_002516.2:3927558-3928334:-,5,4
NC_002516.2:3928331-3929338:-,5,1
NC_002516.2:3929379-3930230:-,3,4
NC_002516.2:3930743-3931816:-,10,10
NC_002516.2:3931866-3933317:-,4,1
NC_002516.2:3933317-3934750:-,3,7
NC_002516.2:3934781-3935767:-,6,3
NC_002516.2:3935800-3936837:-,4,0
NC_002516.2:3937238-3937432:-,4,1
NC_002516.2:3938020-3939495:-,2,6
NC_002516.2:3939492-3942653:-,5,11
NC_002516.2:3942650-3943807:-,2,4
NC_002516.2:3944184-3944570:+,86,12
NC_002516.2:3944662-3945879:-,431,246
NC_002516.2:3945997-3946962:-,16,24
NC_002516.2:3947095-3948141:+,57,40
NC_002516.2:3948138-3948812:+,101,30
NC_002516.2:3948991-3949593:-,965,180
NC_002516.2:3949853-3950074:+,9,1
NC_002516.2:3950284-3950760:+,840,668
NC_002516.2:3950827-3951978:-,15,9
NC_002516.2:3952061-3952387:-,339,61
NC_002516.2:3952500-3954608:-,19,9
NC_002516.2:3954907-3957894:+,61,22
NC_002516.2:3958288-3958755:-,19,8
NC_002516.2:3959033-3959950:+,34,19
NC_002516.2:3959955-3961037:+,40,30
NC_002516.2:3961144-3961923:+,76,19
NC_002516.2:3962825-3964135:+,5,1
NC_002516.2:3964275-3965759:+,1,3
NC_002516.2:3965842-3967011:+,6,2
NC_002516.2:3967025-3968452:+,4,5
NC_002516.2:3968449-3969921:+,2,2
NC_002516.2:3969942-3971573:+,4,0
NC_002516.2:3971586-3973010:+,4,4
NC_002516.2:3973014-3974117:+,33,3
NC_002516.2:3974359-3975921:+,5,2
NC_002516.2:3975936-3977111:+,2,1
NC_002516.2:3977184-3977834:+,3,0
NC_002516.2:3978031-3979476:+,6,4
NC_002516.2:3979860-3981008:+,10,3
NC_002516.2:3981005-3982024:+,5,5
NC_002516.2:3982021-3984009:+,22,14
NC_002516.2:3984006-3984893:+,9,16
NC_002516.2:3984890-3986539:+,8,6
NC_002516.2:3986536-3986883:+,2,2
NC_002516.2:3986880-3987293:+,1,2
NC_002516.2:3987290-3988684:+,9,9
NC_002516.2:3988838-3990595:-,18,7
NC_002516.2:3990597-3991541:-,12,3
NC_002516.2:3991541-3994411:-,29,11
NC_002516.2:3994739-3995728:+,30,10
NC_002516.2:3995841-3996518:+,12,5
NC_002516.2:3996806-3997726:-,7,1
NC_002516.2:3997822-3998115:+,14,3
NC_002516.2:3998137-3999150:+,27,2
NC_002516.2:3999208-4001094:-,66,22
NC_002516.2:4001196-4002092:-,2,0
NC_002516.2:4002108-4003601:-,6,8
NC_002516.2:4003733-4004656:+,5,2
NC_002516.2:4004783-4004959:+,5,20
NC_002516.2:4004967-4006145:-,11,16
NC_002516.2:4006510-4007148:+,17,13
NC_002516.2:4007127-4007324:-,5,4
NC_002516.2:4007507-4008037:+,6,3
NC_002516.2:4008136-4008558:+,9,5
NC_002516.2:4008938-4009051:-,3,0
NC_002516.2:4009542-4010327:-,31,15
NC_002516.2:4010523-4012007:-,126,45
NC_002516.2:4012071-4012541:-,21,14
NC_002516.2:4012806-4013645:+,216,82
NC_002516.2:4013685-4015202:+,1434,259
NC_002516.2:4015408-4016163:+,64,25
NC_002516.2:4016441-4017979:+,1847,659
NC_002516.2:4018112-4018441:+,5,5
NC_002516.2:4018458-4019444:-,1,2
NC_002516.2:4019743-4020663:+,60,16
NC_002516.2:4020669-4021919:-,4,5
NC_002516.2:4021972-4023177:-,0,1
NC_002516.2:4023200-4024732:-,6,4
NC_002516.2:4024729-4025526:-,2,9
NC_002516.2:4025586-4026773:-,3,2
NC_002516.2:4026812-4028539:-,1,2
NC_002516.2:4028653-4029540:+,2,3
NC_002516.2:4029759-4031168:+,8,2
NC_002516.2:4031165-4032238:-,3,2
NC_002516.2:4032328-4033650:-,8,2
NC_002516.2:4033850-4034665:-,7,7
NC_002516.2:4034793-4035578:+,32,10
NC_002516.2:4035606-4035758:-,184,18
NC_002516.2:4035758-4036021:-,616,36
NC_002516.2:4036265-4037875:+,292,109
NC_002516.2:4037945-4038316:-,8,6
NC_002516.2:4038388-4039041:-,52,22
NC_002516.2:4039174-4040100:+,10,5
NC_002516.2:4040104-4040820:-,3,8
NC_002516.2:4041079-4042170:+,9,9
NC_002516.2:4042175-4043068:+,3,2
NC_002516.2:4043061-4043831:+,1,2
NC_002516.2:4043920-4044984:+,5,5
NC_002516.2:4045160-4045570:+,73,28
NC_002516.2:4045589-4045810:+,33,36
NC_002516.2:4045934-4048339:-,10,44
NC_002516.2:4048519-4049922:+,95,81
NC_002516.2:4050005-4051075:+,26,19
NC_002516.2:4051097-4051558:-,52,13
NC_002516.2:4051564-4052604:-,325,122
NC_002516.2:4052738-4053244:-,19,9
NC_002516.2:4053392-4054399:+,40,7
NC_002516.2:4054525-4057092:+,152,60
NC_002516.2:4057159-4057482:+,230,67
NC_002516.2:4057909-4058913:-,910,411
NC_002516.2:4059018-4059911:-,187,236
NC_002516.2:4059957-4060592:-,58,27
NC_002516.2:4060625-4061374:-,139,54
NC_002516.2:4061362-4062429:-,24,23
NC_002516.2:4062426-4062899:-,52,18
NC_002516.2:4062970-4063821:-,5,1
NC_002516.2:4063875-4064987:-,22,4
NC_002516.2:4065119-4066027:+,4,5
NC_002516.2:4066103-4067329:+,24,24
NC_002516.2:4067295-4067543:+,8,5
NC_002516.2:4067604-4068308:-,15,20
NC_002516.2:4068328-4068612:-,25,28
NC_002516.2:4068677-4069966:-,753,239
NC_002516.2:4070012-4070857:-,182,76
NC_002516.2:4070860-4072488:-,512,190
NC_002516.2:4072659-4073987:-,23,17
NC_002516.2:4074057-4075007:-,220,196
NC_002516.2:4075157-4078678:-,295,153
NC_002516.2:4078808-4080223:-,42,17
NC_002516.2:4080440-4081045:-,23,35
NC_002516.2:4081045-4082181:-,48,110
NC_002516.2:4082185-4082961:-,162,160
NC_002516.2:4082958-4083398:-,292,88
NC_002516.2:4083444-4084505:-,246,161
NC_002516.2:4084505-4085011:-,357,88
NC_002516.2:4085062-4087455:-,431,180
NC_002516.2:4087526-4088878:-,144,178
NC_002516.2:4088904-4090094:-,50,41
NC_002516.2:4090091-4090906:-,33,34
NC_002516.2:4090900-4091655:-,48,77
NC_002516.2:4091671-4092228:-,399,98
NC_002516.2:4092231-4092968:-,230,66
NC_002516.2:4093167-4094036:-,1074,269
NC_002516.2:4094167-4094907:-,1892,392
NC_002516.2:4095172-4095957:+,102,46
NC_002516.2:4096124-4098826:+,60,49
NC_002516.2:4098844-4100052:+,29,23
NC_002516.2:4100104-4101849:-,43,27
NC_002516.2:4102087-4102446:+,79,16
NC_002516.2:4102768-4103061:+,11,16
NC_002516.2:4103076-4103429:-,12,6
NC_002516.2:4103732-4104079:+,94,13
NC_002516.2:4104092-4104715:+,19,6
NC_002516.2:4104745-4105779:+,157,43
NC_002516.2:4105874-4107079:+,14,18
NC_002516.2:4107076-4107498:+,8,3
NC_002516.2:4107505-4108485:-,14,15
NC_002516.2:4108489-4110336:-,9,10
NC_002516.2:4110347-4111081:-,2,2
NC_002516.2:4111078-4112001:-,11,2
NC_002516.2:4112285-4114789:+,91,55
NC_002516.2:4114933-4115331:+,36,9
NC_002516.2:4115468-4116148:+,27,16
NC_002516.2:4116188-4119265:-,17,18
NC_002516.2:4119270-4120373:-,11,3
NC_002516.2:4120469-4121107:+,8,7
NC_002516.2:4121114-4122391:-,15,6
NC_002516.2:4122420-4123205:-,7,5
NC_002516.2:4123261-4123956:-,7,6
NC_002516.2:4123961-4124785:-,13,3
NC_002516.2:4124858-4125724:-,14,12
NC_002516.2:4125743-4126090:-,9,17
NC_002516.2:4126164-4126844:-,29,22
NC_002516.2:4126948-4127595:-,357,121
NC_002516.2:4127756-4130392:-,66,34
NC_002516.2:4130599-4130943:+,41,22
NC_002516.2:4130952-4131422:-,13,4
NC_002516.2:4131536-4133758:+,10,19
NC_002516.2:4134138-4134542:+,69,79
NC_002516.2:4134591-4135376:+,122,197
NC_002516.2:4135452-4135973:-,10,7
NC_002516.2:4135970-4136293:-,31,12
NC_002516.2:4136290-4137195:-,22,18
NC_002516.2:4137192-4137938:-,59,23
NC_002516.2:4138007-4139302:-,61,19
NC_002516.2:4139311-4139862:-,46,24
NC_002516.2:4139959-4140672:-,37,23
NC_002516.2:4140884-4142389:-,250,85
NC_002516.2:4143595-4143665:-,62,6
NC_002516.2:4142570-4143593:-,165,96
NC_002516.2:4143788-4144831:-,26,21
NC_002516.2:4144939-4145946:-,16,24
NC_002516.2:4145943-4148252:-,27,21
NC_002516.2:4148249-4148938:-,10,2
NC_002516.2:4148931-4150199:-,14,7
NC_002516.2:4150196-4150711:-,5,7
NC_002516.2:4150716-4152344:-,51,27
NC_002516.2:4152611-4154230:-,4,3
NC_002516.2:4154339-4156012:-,6,31
NC_002516.2:4156184-4157089:+,5,1
NC_002516.2:4157126-4157821:-,21,4
NC_002516.2:4158143-4160005:+,18,8
NC_002516.2:4160329-4160970:+,1,0
NC_002516.2:4161091-4161894:+,21,7
NC_002516.2:4161973-4163679:-,314,63
NC_002516.2:4163890-4164231:+,14,5
NC_002516.2:4164330-4165571:-,2,0
NC_002516.2:4165719-4165880:-,4,0
NC_002516.2:4165888-4166313:-,4,4
NC_002516.2:4166518-4167159:+,10,1
NC_002516.2:4167172-4167522:-,23,16
NC_002516.2:4167711-4168817:-,50,8
NC_002516.2:4168987-4170483:-,335,43
NC_002516.2:4170770-4172485:-,47,30
NC_002516.2:4172529-4173068:-,48,50
NC_002516.2:4173175-4173867:-,63,46
NC_002516.2:4173886-4179126:-,339,193
NC_002516.2:4179276-4181342:-,588,92
NC_002516.2:4181378-4182019:-,38,14
NC_002516.2:4182075-4182770:-,199,25
NC_002516.2:4182785-4183405:-,185,33
NC_002516.2:4183710-4184939:+,17,11
NC_002516.2:4185125-4185481:-,18,27
NC_002516.2:4185522-4186727:+,6,2
NC_002516.2:4186781-4188190:-,160,53
NC_002516.2:4188243-4189547:-,149,43
NC_002516.2:4189761-4190489:-,173,48
NC_002516.2:4190616-4191512:-,14,14
NC_002516.2:4191727-4193562:+,17,28
NC_002516.2:4193675-4194361:+,14,12
NC_002516.2:4194431-4194856:-,10,3
NC_002516.2:4195008-4195358:-,658,229
NC_002516.2:4195400-4196158:-,135,681
NC_002516.2:4196165-4196692:-,184,777
NC_002516.2:4196708-4196959:-,642,195
NC_002516.2:4197169-4198542:-,250,95
NC_002516.2:4198843-4199643:+,37,28
NC_002516.2:4199656-4200948:+,20,20
NC_002516.2:4201252-4202565:+,24,10
NC_002516.2:4202573-4203322:-,14,9
NC_002516.2:4203324-4204505:-,98,18
NC_002516.2:4204543-4204737:-,9,18
NC_002516.2:4204734-4205258:-,57,16
NC_002516.2:4205296-4205907:-,56,31
NC_002516.2:4206048-4206602:+,15,17
NC_002516.2:4206665-4207165:+,25,24
NC_002516.2:4207408-4208151:+,2,1
NC_002516.2:4208168-4209259:+,9,2
NC_002516.2:4209256-4210278:+,6,3
NC_002516.2:4210295-4212823:+,18,7
NC_002516.2:4212848-4214560:+,8,4
NC_002516.2:4214762-4215079:-,17,9
NC_002516.2:4215544-4219440:-,558,157
NC_002516.2:4219841-4221199:+,51,46
NC_002516.2:4221213-4221797:-,2,2
NC_002516.2:4221923-4223179:-,4,4
NC_002516.2:4223568-4224116:-,15,14
NC_002516.2:4224107-4225498:-,45,20
NC_002516.2:4225660-4227237:-,450,99
NC_002516.2:4227317-4228786:-,323,113
NC_002516.2:4229050-4230027:+,13,2
NC_002516.2:4230162-4231058:+,2,1
NC_002516.2:4231071-4232228:+,2,0
NC_002516.2:4232258-4233400:+,3,2
NC_002516.2:4233385-4234167:-,4,1
NC_002516.2:4234275-4235183:+,2,0
NC_002516.2:4235220-4236599:+,21,18
NC_002516.2:4236606-4237541:+,26,8
NC_002516.2:4237693-4238733:+,8,6
NC_002516.2:4238808-4239302:+,1,0
NC_002516.2:4239299-4240579:+,3,2
NC_002516.2:4241342-4242295:-,6,5
NC_002516.2:4242416-4243045:+,6,0
NC_002516.2:4243080-4243652:-,63,12
NC_002516.2:4243709-4244185:-,85,5
NC_002516.2:4244315-4244704:-,18,21
NC_002516.2:4244876-4245724:+,16,24
NC_002516.2:4245810-4246205:+,6,11
NC_002516.2:4246223-4247638:-,84,15
NC_002516.2:4247703-4249874:-,174,20
NC_002516.2:4249995-4250456:-,48,37
NC_002516.2:4250828-4252606:+,343,206
NC_002516.2:4252677-4253009:-,33,15
NC_002516.2:4253063-4253518:-,33,4
NC_002516.2:4253699-4254649:+,116,52
NC_002516.2:4254737-4255324:-,130,25
NC_002516.2:4255458-4256252:-,68,24
NC_002516.2:4256240-4257388:-,71,26
NC_002516.2:4257696-4259177:-,117,92
NC_002516.2:4259255-4260397:-,229,215
NC_002516.2:4260399-4261043:-,205,82
NC_002516.2:4261070-4262359:-,176,108
NC_002516.2:4262378-4263493:-,215,130
NC_002516.2:4263490-4264533:-,94,62
NC_002516.2:4264530-4265288:-,140,65
NC_002516.2:4265306-4266445:-,255,244
NC_002516.2:4266470-4266901:-,645,158
NC_002516.2:4267145-4267345:-,56,32
NC_002516.2:4267372-4267710:-,66,35
NC_002516.2:4267717-4269576:-,217,110
NC_002516.2:4269619-4270140:-,46,46
NC_002516.2:4270148-4270471:-,99,49
NC_002516.2:4270499-4270885:-,318,84
NC_002516.2:4270921-4272135:-,458,129
NC_002516.2:4272165-4272656:-,100,34
NC_002516.2:4272801-4273577:-,162,62
NC_002516.2:4273577-4274350:-,101,70
NC_002516.2:4274502-4275317:+,128,40
NC_002516.2:4275422-4275970:-,287,185
NC_002516.2:4276154-4277074:-,296,134
NC_002516.2:4277085-4278947:-,404,125
NC_002516.2:4279007-4279345:-,184,27
NC_002516.2:4279389-4280507:-,90,58
NC_002516.2:4280520-4281563:-,45,32
NC_002516.2:4282078-4283658:-,31,29
NC_002516.2:4283788-4284285:+,12,8
NC_002516.2:4284417-4285484:-,66,57
NC_002516.2:4285477-4286595:-,47,66
NC_002516.2:4286787-4287710:-,5,6
NC_002516.2:4287794-4288606:-,11,4
NC_002516.2:4288943-4290430:+,284,76
NC_002516.2:4290427-4290855:+,17,9
NC_002516.2:4290867-4291235:+,32,17
NC_002516.2:4291356-4294208:+,292,156
NC_002516.2:4294255-4294605:-,12,3
NC_002516.2:4297250-4298227:+,211,39
NC_002516.2:4298311-4299201:+,38,15
NC_002516.2:4299204-4299998:+,21,18
NC_002516.2:4300117-4301949:+,9,69
NC_002516.2:4302041-4303051:+,11,8
NC_002516.2:4303141-4304502:-,16,19
NC_002516.2:4304690-4305040:+,1,3
NC_002516.2:4305645-4306256:-,7,3
NC_002516.2:4306380-4307276:+,2,1
NC_002516.2:4307266-4307808:-,36,11
NC_002516.2:4307912-4308382:+,2,3
NC_002516.2:4308456-4309811:+,46,15
NC_002516.2:4309904-4310908:+,56,25
NC_002516.2:4310951-4311862:-,167,37
NC_002516.2:4311951-4312703:-,26,8
NC_002516.2:4312707-4313642:-,59,22
NC_002516.2:4313763-4314452:-,27,15
NC_002516.2:4314481-4314795:-,15,11
NC_002516.2:4314788-4315489:-,26,23
NC_002516.2:4315556-4316038:-,27,21
NC_002516.2:4316109-4316825:-,82,43
NC_002516.2:4316937-4317962:-,41,30
NC_002516.2:4318259-4318906:+,29,10
NC_002516.2:4318922-4320820:-,17,9
NC_002516.2:4321434-4322627:+,181,97
NC_002516.2:4322788-4323735:+,10,3
NC_002516.2:4323758-4324885:+,4,2
NC_002516.2:4324948-4325580:+,9,5
NC_002516.2:4325604-4326395:-,12,6
NC_002516.2:4327395-4327559:+,0,1
NC_002516.2:4327697-4329991:-,182,95
NC_002516.2:4330321-4330896:+,5,12
NC_002516.2:4331452-4332462:+,5,10
NC_002516.2:4332653-4333036:+,0,2
NC_002516.2:4333357-4334346:-,5,2
NC_002516.2:4334403-4335221:-,4,1
NC_002516.2:4335276-4335959:-,1,0
NC_002516.2:4335962-4336702:-,4,1
NC_002516.2:4336708-4338249:-,6,2
NC_002516.2:4338261-4342046:-,12,5
NC_002516.2:4342122-4343528:-,3,2
NC_002516.2:4343540-4344835:-,3,0
NC_002516.2:4345010-4346878:+,20,13
NC_002516.2:4346875-4347534:+,11,30
NC_002516.2:4347619-4348014:+,1,12
NC_002516.2:4348186-4348650:+,10,8
NC_002516.2:4348666-4349415:+,13,11
NC_002516.2:4349502-4350332:+,12,3
NC_002516.2:4350353-4350739:+,4,1
NC_002516.2:4350834-4351490:+,2,3
NC_002516.2:4351595-4352494:+,16,11
NC_002516.2:4352524-4352769:+,8,5
NC_002516.2:4352828-4354102:-,89,28
NC_002516.2:4354544-4355266:+,8,21
NC_002516.2:4355266-4356201:+,8,24
NC_002516.2:4356201-4356863:+,4,9
NC_002516.2:4356876-4358039:+,28,25
NC_002516.2:4358167-4359075:-,10,0
NC_002516.2:4359302-4361497:-,3,18
NC_002516.2:4361494-4362984:-,3,1
NC_002516.2:4363230-4364183:+,25,7
NC_002516.2:4364278-4365255:+,16,7
NC_002516.2:4365273-4366175:-,7,6
NC_002516.2:4366301-4367182:+,11,6
NC_002516.2:4367283-4367792:+,0,0
NC_002516.2:4367789-4368742:+,1,6
NC_002516.2:4368837-4371191:+,4,5
NC_002516.2:4371287-4371748:-,33,21
NC_002516.2:4371969-4373552:+,309,93
NC_002516.2:4373938-4374333:+,56,46
NC_002516.2:4374330-4374857:+,64,23
NC_002516.2:4374850-4375233:+,71,17
NC_002516.2:4375230-4376015:+,131,32
NC_002516.2:4376012-4376731:+,262,62
NC_002516.2:4377311-4379650:-,5,2
NC_002516.2:4379687-4381249:-,4,2
NC_002516.2:4381501-4382016:-,0,1
NC_002516.2:4382010-4382900:-,3,2
NC_002516.2:4382912-4383907:-,1,8
NC_002516.2:4384022-4385245:-,9,5
NC_002516.2:4385242-4385799:-,4,3
NC_002516.2:4385900-4386352:-,18,6
NC_002516.2:4386357-4386608:-,15,6
NC_002516.2:4386605-4387087:-,36,7
NC_002516.2:4387336-4388727:-,142,64
NC_002516.2:4389231-4391609:+,24,14
NC_002516.2:4391641-4394361:-,44,40
NC_002516.2:4394694-4396061:-,536,76
NC_002516.2:4396122-4398047:-,338,122
NC_002516.2:4398259-4399941:-,166,65
NC_002516.2:4400123-4401298:+,50,7
NC_002516.2:4401355-4402536:-,4,3
NC_002516.2:4402638-4403426:+,3,1
NC_002516.2:4403707-4403877:-,8,5
NC_002516.2:4403891-4404898:-,83,67
NC_002516.2:4404902-4406368:-,91,100
NC_002516.2:4406806-4407585:+,31,33
NC_002516.2:4407760-4408734:+,5,8
NC_002516.2:4408924-4410885:+,5,16
NC_002516.2:4410993-4413029:-,40,27
NC_002516.2:4413192-4414025:-,1,3
NC_002516.2:4414132-4414950:-,3,2
NC_002516.2:4414940-4415731:-,1,2
NC_002516.2:4415796-4416809:-,4,5
NC_002516.2:4417014-4417934:-,3,10
NC_002516.2:4418303-4418584:+,244,43
NC_002516.2:4418708-4419304:-,44,4
NC_002516.2:4419301-4420170:-,82,23
NC_002516.2:4420204-4421799:-,15,24
NC_002516.2:4421802-4422380:-,29,17
NC_002516.2:4422407-4422997:-,27,48
NC_002516.2:4423212-4426850:-,9,15
NC_002516.2:4426952-4428130:-,5,5
NC_002516.2:4428412-4429041:+,32,24
NC_002516.2:4429401-4430576:+,11,18
NC_002516.2:4430599-4431948:-,26,24
NC_002516.2:4432026-4432529:-,15,15
NC_002516.2:4432595-4433311:-,48,14
NC_002516.2:4433411-4433992:+,5,2
NC_002516.2:4434150-4435244:+,2,6
NC_002516.2:4435328-4435984:+,11,8
NC_002516.2:4436051-4436485:+,10,9
NC_002516.2:4436492-4437328:-,5,7
NC_002516.2:4437390-4438529:+,16,13
NC_002516.2:4438619-4439353:+,5,3
NC_002516.2:4439377-4439784:+,3,4
NC_002516.2:4439795-4442311:-,35,20
NC_002516.2:4442453-4442869:+,24,15
NC_002516.2:4442958-4443854:+,6,8
NC_002516.2:4443847-4444530:-,3,3
NC_002516.2:4444978-4445487:+,32,13
NC_002516.2:4445689-4445898:+,125,51
NC_002516.2:4445999-4446391:+,30,13
NC_002516.2:4446425-4446994:-,19,8
NC_002516.2:4447133-4448218:+,10,6
NC_002516.2:4448176-4448742:-,3,5
NC_002516.2:4448893-4450392:-,88,26
NC_002516.2:4450447-4450878:-,7,1
NC_002516.2:4450890-4452539:-,20,11
NC_002516.2:4452536-4453183:-,7,7
NC_002516.2:4453289-4455676:-,24,34
NC_002516.2:4455887-4456684:+,50,23
NC_002516.2:4456695-4457324:+,41,13
NC_002516.2:4457362-4458645:+,253,45
NC_002516.2:4458854-4459402:+,48,42
NC_002516.2:4459418-4459750:-,16,20
NC_002516.2:4459879-4461219:+,63,42
NC_002516.2:4461388-4462410:+,112,69
NC_002516.2:4462400-4462882:+,101,74
NC_002516.2:4462879-4463718:+,272,138
NC_002516.2:4463904-4465439:+,64,37
NC_002516.2:4465489-4466250:-,12,13
NC_002516.2:4466323-4466754:-,21,29
NC_002516.2:4466925-4469546:+,577,268
NC_002516.2:4469613-4470236:+,195,45
NC_002516.2:4470274-4471311:+,26,30
NC_002516.2:4471403-4471555:+,15,10
NC_002516.2:4472131-4473477:+,44,30
NC_002516.2:4473623-4474639:+,0,0
NC_002516.2:4474959-4475849:-,2,12
NC_002516.2:4475955-4476848:+,4,9
NC_002516.2:4476994-4477977:-,339,193
NC_002516.2:4477974-4478627:-,150,139
NC_002516.2:4478627-4478908:-,60,73
NC_002516.2:4478979-4480139:-,406,133
NC_002516.2:4480205-4481233:-,87,50
NC_002516.2:4481230-4482252:-,57,53
NC_002516.2:4482261-4483364:-,56,55
NC_002516.2:4483396-4485336:-,32,48
NC_002516.2:4485349-4485816:-,45,27
NC_002516.2:4485824-4486180:-,98,23
NC_002516.2:4486203-4486847:-,52,42
NC_002516.2:4486847-4488112:-,214,54
NC_002516.2:4488410-4489633:+,1,2
NC_002516.2:4489641-4490498:-,5,5
NC_002516.2:4490562-4491281:+,40,11
NC_002516.2:4491278-4492591:+,32,14
NC_002516.2:4492602-4493195:-,17,12
NC_002516.2:4493215-4493925:-,23,5
NC_002516.2:4493925-4494335:-,28,18
NC_002516.2:4494481-4494936:+,68,16
NC_002516.2:4495126-4496865:+,35,31
NC_002516.2:4496912-4497553:+,38,24
NC_002516.2:4497573-4497848:-,11,6
NC_002516.2:4497850-4498479:-,18,9
NC_002516.2:4498488-4499843:-,72,28
NC_002516.2:4500001-4501932:-,46,14
NC_002516.2:4502271-4503791:+,19,5
NC_002516.2:4504001-4505449:+,6,4
NC_002516.2:4505508-4506902:+,12,7
NC_002516.2:4506913-4507734:+,10,5
NC_002516.2:4507897-4508358:+,30,16
NC_002516.2:4508408-4509301:+,8,1
NC_002516.2:4509194-4510777:-,2,4
NC_002516.2:4510971-4511636:+,23,27
NC_002516.2:4511639-4512469:+,11,18
NC_002516.2:4512549-4513076:+,461,58
NC_002516.2:4513168-4513884:-,76,33
NC_002516.2:4514079-4514348:+,24,3
NC_002516.2:4514695-4515384:+,152,11
NC_002516.2:4515550-4516551:+,77,10
NC_002516.2:4516570-4518870:+,11,7
NC_002516.2:4519275-4520201:+,2,3
NC_002516.2:4520198-4520932:+,0,1
NC_002516.2:4520942-4522744:+,7,4
NC_002516.2:4522746-4523753:+,9,4
NC_002516.2:4523985-4525154:-,8,8
NC_002516.2:4525312-4525554:+,13,11
NC_002516.2:4525551-4526438:+,20,13
NC_002516.2:4526547-4528430:+,106,71
NC_002516.2:4528782-4529579:-,17,36
NC_002516.2:4529579-4529998:-,13,11
NC_002516.2:4529995-4530612:-,35,28
NC_002516.2:4530743-4531387:-,4,9
NC_002516.2:4531390-4532136:-,12,14
NC_002516.2:4532145-4532660:-,23,21
NC_002516.2:4532653-4533621:-,28,22
NC_002516.2:4533640-4534119:-,86,25
NC_002516.2:4534116-4534592:-,117,37
NC_002516.2:4534710-4535807:-,138,25
NC_002516.2:4535834-4536493:-,24,14
NC_002516.2:4536921-4538042:-,45,25
NC_002516.2:4538039-4538503:-,13,14
NC_002516.2:4539539-4539817:+,9,6
NC_002516.2:4539889-4540758:+,68,28
NC_002516.2:4540783-4541139:-,21,13
NC_002516.2:4541272-4541862:+,1130,177
NC_002516.2:4541951-4542655:+,117,40
NC_002516.2:4542658-4543923:+,265,94
NC_002516.2:4543941-4544459:+,230,40
NC_002516.2:4544607-4545305:+,182,656
NC_002516.2:4545746-4546675:-,64,10
NC_002516.2:4546668-4547552:-,49,27
NC_002516.2:4547821-4548771:-,4,0
NC_002516.2:4548932-4549510:-,1,0
NC_002516.2:4549485-4550975:-,2,0
NC_002516.2:4551143-4552630:-,6,4
NC_002516.2:4552859-4553527:+,9,7
NC_002516.2:4553524-4554360:-,23,13
NC_002516.2:4554467-4554841:+,11,2
NC_002516.2:4554838-4555044:+,5,6
NC_002516.2:4555254-4558229:+,8,8
NC_002516.2:4558302-4558991:+,65,25
NC_002516.2:4559006-4559650:-,8,3
NC_002516.2:4560295-4561440:-,3,1
NC_002516.2:4561540-4564596:-,16,10
NC_002516.2:4564684-4565424:-,1,2
NC_002516.2:4565421-4567955:-,6,5
NC_002516.2:4568277-4569023:-,1,3
NC_002516.2:4569054-4569623:-,11,8
NC_002516.2:4570096-4570920:+,0,1
NC_002516.2:4570929-4572314:+,4,6
NC_002516.2:4572311-4573072:+,0,2
NC_002516.2:4573285-4573575:+,34,1
NC_002516.2:4573741-4575303:+,20,8
NC_002516.2:4575332-4575844:+,2,1
NC_002516.2:4575908-4576324:-,10,2
NC_002516.2:4576372-4577331:-,9,3
NC_002516.2:4577650-4578183:+,1,0
NC_002516.2:4578254-4579513:+,2,5
NC_002516.2:4579510-4580568:+,1,0
NC_002516.2:4580583-4581308:+,1,1
NC_002516.2:4581393-4582697:+,0,2
NC_002516.2:4582852-4584531:+,2,4
NC_002516.2:4585149-4585889:+,6,4
NC_002516.2:4585886-4587190:+,5,2
NC_002516.2:4587320-4587949:+,2,0
NC_002516.2:4587981-4588490:+,2,4
NC_002516.2:4588743-4589498:-,2,0
NC_002516.2:4589491-4590321:-,2,1
NC_002516.2:4590396-4590863:-,2,3
